Trait,Female_Evid_Ratio,Male_evidence_ratio,Overall_Evid_Ratio,Diff_Evid_Ratio,Trait_Sex
FBgn0000173,1.844950213371266,0.33355559259876644,0.723023906956709,3.429678848283499,Male
FBgn0000179,0.12755461592670894,257.06451612903226,5.45682001614205,0.00351229302558956,Male
FBgn0000180,0.9291053773812394,14.0093808630394,5.666666666666667,0.1580775911986103,Male
FBgn0000181,0.07037730800107038,0.2182122734886554,0.04657247514390372,0.5402387370042356,Male
FBgn0000182,0.7726567693330378,0.28472779829773565,0.3386880856760375,1.942258183155572,Male
FBgn0000183,0.08873162765378334,4.201560468140442,0.5163002274450341,0.0598834128245893,Male
FBgn0000206,7.040201005025126,1.5316455696202531,5.279434850863423,2.7860861334595364,Male
FBgn0000212,0.7237664296487826,1.5180988353792886,1.0817069997397866,0.5879317189360858,Male
FBgn0000216,0.4232342999466287,3.250797024442083,1.2062879205736348,0.23039064903106737,Male
FBgn0000221,1.93470286133529,8.111617312072893,6.8431372549019605,0.40869871456242296,Male
FBgn0000227,7.7527352297593,5.99912510936133,18.09307875894988,1.188183807439825,Male
FBgn0000228,0.6583747927031509,0.23266563944530047,0.2616306576249803,1.9839612085042897,Male
FBgn0000229,4.483207676490747,1.944423997055576,4.809731299927378,1.8278543655001769,Male
FBgn0000233,0.2779552715654952,4.772005772005772,1.1786492374727668,0.12422709387296234,Male
FBgn0000239,0.9267822736030829,0.7398869073510221,0.7825311942959001,1.206896551724138,Male
FBgn0000241,0.8854584020740043,0.7108639863130881,0.7061207080400939,1.1680216802168022,Male
FBgn0000244,2.189792663476874,1.806032970887408,2.700277520814061,1.1367521367521367,Male
FBgn0000246,0.3649547858727179,0.6420361247947455,0.35501355013550134,0.6813787305590584,Male
FBgn0000247,1.705444707473791,1.2111663902708678,1.66755585195065,1.2876751501286818,Male
FBgn0000250,0.7671747294013695,1.366863905325444,1.0470829068577276,0.6827934371055953,Male
FBgn0000253,0.10041265474552956,0.2124886329190664,0.06114869346067118,0.6194331983805668,Male
FBgn0000256,0.11622715222547789,0.7006802721088435,0.17336462305661485,0.2936610608020699,Male
FBgn0000257,0.0663822980538523,3.801920768307323,0.404001404001404,0.05000656254101588,Male
FBgn0000259,0.594896331738437,0.17612466921493675,0.2095554883580284,2.1859816806053365,Male
FBgn0000261,0.7509301816590064,0.5223596574690771,0.5249714067861228,1.284408909194746,Male
FBgn0000273,0.13426910534524317,0.10957004160887655,0.04657247514390372,1.125963327132607,Male
FBgn0000274,4.082592121982211,10.577424023154848,15.494845360824742,0.5729453401494298,Male
FBgn0000278,0.08932461873638345,0.04534169606690187,0.01407022436303714,1.362669816893089,Male
FBgn0000279,3.219409282700422,1.0186727226848349,2.290826820238585,2.2854209445585214,Male
FBgn0000281,3.662004662004662,1.0936927505888512,2.6747818098300415,2.2679738562091503,Male
FBgn0000283,2.052270125906143,0.4638609332113449,0.9694731659281144,2.818615751789976,Male
FBgn0000286,1.3738872403560831,10.994002998500749,6.393715341959335,0.2566760917373547,Male
FBgn0000287,0.4889261120416899,1.699055330634278,0.8876828692779613,0.4181882644921114,Male
FBgn0000289,1.767208578346593,0.01086681829668941,0.09559024924678172,30.25,Male
FBgn0000299,1.6041666666666667,0.1347517730496454,0.36472193790515184,5.6061106523534265,Male
FBgn0000303,0.03573278094251683,0.5165876777251185,0.05932203389830508,0.18028917084685747,Male
FBgn0000307,0.5029118917903438,3.6323103647944417,1.4660912453760788,0.2503907471084714,Male
FBgn0000308,1.8933092224231465,1.7063599458728012,2.3840947546531304,1.0909566126502874,Male
FBgn0000316,0.36939404313591234,0.1352348517099475,0.1168504816417702,1.876663070837828,Male
FBgn0000317,0.3566220111921316,42.47826086956522,4.6777856635912,0.03747892620931137,Male
FBgn0000318,0.2808197246237592,0.8058690744920993,0.3508949679162445,0.4735678762202984,Male
FBgn0000319,1.9080334423845875,0.2959663048760732,0.6842105263157895,3.825090470446321,Male
FBgn0000320,0.14860014357501794,1.4645717806531116,0.3452160753321002,0.19438638399522248,Male
FBgn0000326,0.6237061091942359,1.1164021164021165,0.784121320249777,0.6824395373291272,Male
FBgn0000330,2.50109409190372,2.2193158953722336,3.329004329004329,1.1316280309086064,Male
FBgn0000337,1.258610954263128,37.83495145631068,12.40033500837521,0.11203780928551572,Male
FBgn0000339,0.3348907058234607,2.4647033347769596,0.8656716417910447,0.2387736141220192,Male
FBgn0000346,0.4595876664842182,0.8399264029438822,0.5082956259426847,0.6528925619834711,Male
FBgn0000351,1.5196850393700787,1.0666494445879615,1.4169184290030212,1.278553118769581,Male
FBgn0000352,9.869565217391305,8.111617312072893,26.77777777777778,1.1293585307426135,Male
FBgn0000355,4.813953488372093,0.2564787183917072,1.202036884117809,9.075566750629722,Male
FBgn0000356,0.5936254980079682,1.4183796856106408,0.8717828731867103,0.5438054805094558,Male
FBgn0000357,1.4760136180748995,0.3802622498274672,0.6817321841496742,2.510311540149188,Male
FBgn0000358,1.6220911176663388,0.3621658436914694,0.7115960633290543,2.8929440389294405,Male
FBgn0000359,3.5095828635851185,0.7252533965926246,1.944423997055576,3.162330905306972,Male
FBgn0000360,2.5890533871691344,0.32714001327140013,0.938454082868912,4.420054200542006,Male
FBgn0000370,1.0507562163547808,0.7540013155009866,0.8535681186283596,1.2753128555176336,Male
FBgn0000376,2.5211267605633805,0.8608978832286578,1.67022696929239,2.1360250882007055,Male
FBgn0000377,0.01317122593718338,0.00793750787451178,1.2501562695336918e-4,1.0931449502878074,Male
FBgn0000382,1.388772767990445,2.532008830022075,2.48280365694384,0.6400164001640016,Male
FBgn0000384,6.393715341959335,0.3531799729364005,1.7220142905750255,8.975062344139651,Male
FBgn0000392,0.7722640673460346,0.43189547163057096,0.4697776961234613,1.556727388942154,Male
FBgn0000394,0.7233950883239982,0.2466884837151317,0.2993340912782199,2.088803088803089,Male
FBgn0000395,25.4026402640264,11.4804992199688,94.23809523809524,1.600780234070221,Male
FBgn0000404,0.6604400166044002,0.00628930817610062,0.03239127629371532,15.260162601626016,Male
FBgn0000405,3.329004329004329,0.26843190106231174,0.94884287454324,6.252946509519492,Male
FBgn0000406,0.12139052425007008,0.5873015873015873,0.14695340501792117,0.3373453694416583,Male
FBgn0000411,0.28472779829773565,13.36265709156194,2.1758634378721715,0.05876124933827421,Male
FBgn0000412,1.3584905660377358,0.3826477704804701,0.6549441456350849,2.3883947479881407,Male
FBgn0000414,1.9839612085042897,1.788428023701638,2.508771929824561,1.107481559536354,Male
FBgn0000416,0.19868145040455495,0.4760147601476014,0.1892374015162777,0.5417228753131624,Male
FBgn0000422,0.9646365422396856,0.23020144548669844,0.3665869490946361,2.676470588235294,Male
FBgn0000426,4.256241787122208,0.28369704749679076,1.184002184002184,6.952286282306163,Male
FBgn0000427,0.6125781092521669,0.32165868164546507,0.3190436933223413,1.609262883235486,Male
FBgn0000439,0.5582391897156214,3.1644976574700676,1.4539877300613495,0.2882447665056361,Male
FBgn0000442,4.72655690765927,2.032600454890068,5.010518407212622,1.7923211169284468,Male
FBgn0000447,0.7119623368285898,0.8761726078799249,0.7017655817911083,0.8648018648018648,Male
FBgn0000448,0.09559024924678172,4.252790544977019,0.5945784333266892,0.06157112526539278,Male
FBgn0000449,14.122873345935728,4.637773079633544,22.18840579710145,2.11284046692607,Male
FBgn0000454,0.257071024512885,0.5275921329005155,0.2484394506866417,0.5920398009950248,Male
FBgn0000455,3.519774011299435,1.7855153203342615,3.662004662004662,1.6498840675720436,Male
FBgn0000459,0.4735678762202984,4.301524188204109,1.5974025974025974,0.19438638399522248,Male
FBgn0000463,0.6303240269003464,0.2882447665056361,0.29554655870445345,1.7192386131883073,Male
FBgn0000464,0.3682230203523174,0.557632398753894,0.32450331125827814,0.7357344326318074,Male
FBgn0000473,0.9436345966958212,4.7512580877066855,2.818615751789976,0.32736021237763396,Male
FBgn0000477,38.80099502487562,0.5609756097560976,7.188331627430911,20.978021978021975,Male
FBgn0000479,3.8869883934025657,2.5288928098809,5.163328197226503,1.3467292461132296,Male
FBgn0000482,0.0559662090813094,0.6750418760469011,0.10223201984017637,0.199580146948568,Male
FBgn0000489,0.2620287111531787,0.48698884758364314,0.2260536398467433,0.6309887869520897,Male
FBgn0000490,1.5591810620601407,5.006006006006006,4.266622778143516,0.46092037983929873,Male
FBgn0000492,1.032004064008128,2.017729158807997,1.6481297583581596,0.6303240269003464,Male
FBgn0000499,0.31774007577005436,0.6099818877037634,0.3129821106187428,0.6289961311341885,Male
FBgn0000500,1.8551034975017844,9.540184453227932,7.37696335078534,0.35961930659415364,Male
FBgn0000504,0.8450184501845018,0.5667841754798276,0.5851000594412522,1.313475997686524,Male
FBgn0000520,0.40350877192982454,0.4146772767462423,0.2763241863433312,0.9856043683296104,Male
FBgn0000524,0.33200133200133203,1.0714655618850335,0.4638609332113449,0.437297879985627,Male
FBgn0000527,3.616272360069244,0.5337423312883436,1.627257799671593,3.9751243781094527,Male
FBgn0000529,0.34205670189565507,10.799410029498524,2.1974420463629096,0.07324926214113228,Male
FBgn0000533,0.8148820326678766,0.7738359201773836,0.7414018284719199,1.034587995930824,Male
FBgn0000536,14.267175572519085,0.6174686615446826,4.184705119896306,8.876543209876543,Male
FBgn0000541,0.4492753623188406,1.5806451612903225,0.7734426956328974,0.4027704716815711,Male
FBgn0000542,1.3154848046309695,0.3380163907007861,0.5707834282348321,2.669724770642202,Male
FBgn0000543,7.154943934760449,33.04255319148936,66.22689075630252,0.4633254069873789,Male
FBgn0000546,0.0744023636852001,0.26562252808099984,0.05374077976817703,0.4611872146118721,Male
FBgn0000547,2.9100684261974585,0.5800908552241754,1.4045686804929365,3.0774719673802244,Male
FBgn0000551,1.850017812611329,8.153318077803204,6.684918347742555,0.3769363166953528,Male
FBgn0000552,11.738853503184714,14.0093808630394,43.943820224719104,0.9134178426213824,Male
FBgn0000557,0.49086843086097653,0.30548302872062666,0.26562252808099984,1.3446658851113715,Male
FBgn0000559,0.5114301908180616,0.2616306576249803,0.2430080795525171,1.571520411443266,Male
FBgn0000560,6.835455435847209,1.4906600249066002,5.102212051868802,2.872216844143272,Male
FBgn0000562,0.2562814070351759,0.9593436198873376,0.386001386001386,0.4094432699083862,Male
FBgn0000564,3.402861860209136,0.2761205933960759,0.975796492961225,6.149240393208221,Male
FBgn0000565,0.7861129716454566,0.04835539247805006,0.10680686220254564,6.054673721340388,Male
FBgn0000566,0.17577895355673134,0.01626016260162601,0.01432737416001014,3.3080236941303176,Male
FBgn0000567,0.34408602150537637,3.206098843322818,1.041337075784639,0.199580146948568,Male
FBgn0000568,0.6471072678608194,5.968641114982578,2.4028073160357293,0.21102028458976688,Male
FBgn0000575,0.5609756097560976,0.5168752370117558,0.4262791941522553,1.0549704597996403,Male
FBgn0000576,1.7991602519244227,1.1464985242822645,1.7081922816519972,1.379535990481856,Male
FBgn0000577,0.39154635588798054,14.32567049808429,2.946719289590528,0.07715093577487546,Male
FBgn0000578,0.7130620985010707,3.86322188449848,2.104384943733023,0.3044187184086092,Male
FBgn0000579,1.5340513145391197,2.494975972040192,2.611738148984198,0.7364879531148253,Male
FBgn0000581,0.4812071838548417,0.01664760452408184,0.03573278094251683,8.615384615384615,Male
FBgn0000588,0.5060240963855421,11.987012987012989,3.223864836325238,0.10086693270950874,Male
FBgn0000591,1.2656471254602095,2.1520882584712373,1.9728725380899297,0.7233950883239982,Male
FBgn0000592,3.371584699453552,0.5573291804555188,1.5534631343759977,3.5792787635947336,Male
FBgn0000594,0.3449899125756557,0.6460905349794238,0.34657465073219995,0.6306563391765185,Male
FBgn0000606,1.0893183598850875,2.109211037699184,1.768166089965398,0.6532341392849762,Male
FBgn0000611,7,0.05722214880401744,0.6260162601626016,36.55868544600939,Male
FBgn0000615,0.33133632884007325,0.11343075852470424,0.0936431989063568,1.962962962962963,Male
FBgn0000617,0.548586914440573,0.4801110083256244,0.3783597518952447,1.0817069997397866,Male
FBgn0000618,0.07052054061287301,1.026855839878389,0.16516166618118264,0.156737998843262,Male
FBgn0000625,0.4020329477742727,26.58620689655172,3.9261083743842367,0.05750165234633179,Male
FBgn0000629,0.5876165905933717,0.443001443001443,0.36775517182424344,1.2234574763757644,Male
FBgn0000633,0.03828682673588578,0.7730496453900709,0.08962135657858894,0.14302043149021287,Male
FBgn0000635,1.3557126030624265,2.9408866995073892,2.6396724294813465,0.5832178903621611,Male
FBgn0000636,5.130268199233717,1.2863675335810232,3.8396854204476702,2.686635944700461,Male
FBgn0000639,6.5829383886255926,21.099447513812155,36.735849056603776,0.5458937198067633,Male
FBgn0000640,2.3208800332088004,4.698005698005698,5.694560669456067,0.599360255897641,Male
FBgn0000644,0.733477789815818,12.445378151260504,4.134788189987163,0.1474469305794607,Male
FBgn0000658,2.8948393378773125,4.4274084124830395,6.525870178739416,0.7722640673460346,Male
FBgn0000659,0.3736263736263736,0.2861736334405145,0.1968880909634949,1.1413276231263385,Male
FBgn0000662,4.128205128205129,9.512483574244415,15.460905349794238,0.6207455429497569,Male
FBgn0000667,1.6863666890530558,2.686635944700461,2.9292730844793713,0.7516969564265382,Male
FBgn0000709,1.4081878386514148,0.02327961115374776,0.1226494527083918,15.597510373443985,Male
FBgn0000711,0.34748189321205997,0.33355559259876644,0.21451343555488084,1.014098690835851,Male
FBgn0000715,0.6346546791990192,0.3348907058234607,0.3438602385351923,1.5109855618330197,Male
FBgn0000719,0.20138158882715124,0.1908306043465317,0.0936431989063568,1.005012531328321,Male
FBgn0000721,1.7155465037338764,0.4131778837661191,0.8091361374943464,2.8004750593824226,Male
FBgn0000723,6.662835249042145,0.2102874432677761,1.262443438914027,11.779552715654953,Male
FBgn0000808,0.263623440214816,7.869179600886918,1.4976584452076178,0.08195834460373276,Male
FBgn0000810,0.15074798619102417,0.27145581691036236,0.09544023004244832,0.6701461377870563,Male
FBgn0000826,0.28369704749679076,0.8433179723502304,0.3506668917778153,0.4529604068289139,Male
FBgn0000927,0.6413623307345097,0.6403526758253024,0.5293442936341044,0.9870839542970692,Male
FBgn0000928,5.1255742725880555,1.4883359253499222,4.17799352750809,2.3855268726195513,Male
FBgn0000964,1.028911995942176,0.088139281828074,0.2001200120012001,4.9880239520958085,Male
FBgn0000996,3.151530877010898,1.13903743315508,2.4767492394611037,2.062787136294028,Male
FBgn0001075,5.033182503770739,9.973936899862826,19.151133501259444,0.6782043213761275,Male
FBgn0001077,1.1069265209375825,1.2850614110254213,1.2484541877459248,0.8979833926453143,Male
FBgn0001078,1.9509406123201771,0.46279027244468823,0.9564685742235264,2.7296037296037294,Male
FBgn0001079,0.5701668302257115,5.2063615205585725,1.97729810197246,0.20700060350030175,Male
FBgn0001083,0.8695956999298902,0.45985401459854014,0.5328607012837708,1.5999350016249594,Male
FBgn0001084,4.161290322580645,3.6975924838520258,7.230452674897119,1.1344717182497333,Male
FBgn0001085,0.9811788013868252,1.5682182985553772,1.3021582733812949,0.7211703958691911,Male
FBgn0001086,1.4798512089274642,0.18150937823068972,0.41018861272695223,4.259697567389875,Male
FBgn0001087,0.5171629053669637,1.320185614849188,0.754770783066462,0.5065913370998116,Male
FBgn0001089,0.8583042973286876,0.5936254980079682,0.6145307769929365,1.3114706732158337,Male
FBgn0001090,1.680067001675042,3.716981132075471,3.527447651386531,0.5933081059549891,Male
FBgn0001091,0.3203498927215712,0.9709288001970928,0.4380729822038468,0.4619883040935672,Male
FBgn0001092,5.3191153238546605,4.134788189987163,9.723860589812332,1.2044640396803528,Male
FBgn0001098,1.4140012070006036,3.162330905306972,2.881610868510432,0.5841584158415841,Male
FBgn0001104,2.2064128256513027,0.6083634901487737,1.227791701475912,2.582624272279445,Male
FBgn0001105,0.36939404313591234,0.586357326987904,0.33913625711416134,0.7605633802816901,Male
FBgn0001108,6.525870178739416,0.8514232816477667,3.326663061114116,4.256241787122208,Male
FBgn0001112,0.6336532570961814,0.0963409620391942,0.13992590481618694,3.4667783361250697,Male
FBgn0001114,0.4380729822038468,0.2560841576385618,0.2158054711246201,1.4668516805427074,Male
FBgn0001120,0.5432098765432098,0.2987012987012987,0.27959053103007037,1.4775472282440385,Male
FBgn0001122,1.1169621593014023,0.18273211117681845,0.3534088986635087,3.4543429844097995,Male
FBgn0001123,0.43292136843990686,0.5031942878617062,0.33089336216935616,0.9244647582391148,Male
FBgn0001124,2.5890533871691344,0.44691625972146864,1.111932418162619,3.5095828635851185,Male
FBgn0001125,3.0962621607782896,0.6210739614994935,1.5469595670168736,3.195070791819612,Male
FBgn0001128,0.9079418077748628,2.67140890316659,1.822865208186309,0.4831294030404153,Male
FBgn0001133,1.5078369905956113,0.2616306576249803,0.5420200462606014,3.4918585064570467,Male
FBgn0001134,0.9555120997311172,0.8046469659372886,0.8269011189769354,1.133902373966391,Male
FBgn0001137,2.3684210526315788,0.9212295869356388,1.7816411682892908,2.022289384208538,Male
FBgn0001138,1.6845637583892616,1.1511158913686474,1.617801047120419,1.3048112935753384,Male
FBgn0001139,0.3256006628003314,7.869179600886918,1.7229407760381212,0.09724317651899604,Male
FBgn0001142,3.1279669762641897,0.34363453140745714,1.0232675771370765,4.5983205038488455,Male
FBgn0001145,3.171011470281543,0.25234815278647466,0.8390804597701149,6.142857142857143,Male
FBgn0001147,2.7400654511453952,165.66666666666666,70.42857142857143,0.08932461873638345,Male
FBgn0001148,0.4492753623188406,7.7527352297593,2.187250996015936,0.13911433860173714,Male
FBgn0001149,0.49756645451141895,1.8954035468693449,0.9459985405010948,0.3864818024263432,Male
FBgn0001150,1.4249772658381328,2.0360531309297913,2.1067961165048543,0.7578554163920017,Male
FBgn0001168,2.793266951161688,0.5082956259426847,1.3121387283236994,3.2712226374799784,Male
FBgn0001169,0.6161616161616161,0.1801150612184688,0.2234286588163328,2.1670625494853524,Male
FBgn0001170,0.41843971631205673,3.2575838211814796,1.1709633649932158,0.22268072749503287,Male
FBgn0001174,1.5453388482341712,0.535213970447131,0.8770530267480057,2.131115459882583,Male
FBgn0001179,4.161290322580645,6.952286282306163,11.57861635220126,0.713796058269066,Male
FBgn0001180,2.1783869686134287,2.666361136571952,3.3313481321061182,0.8970832345269149,Male
FBgn0001185,1.88704438830747,0.3658869728529964,0.7869108778199687,3.350190320826536,Male
FBgn0001186,0.26802979870026944,1.3114706732158337,0.46038700255567727,0.3168724279835391,Male
FBgn0001187,0.4784697837737941,0.4947683109118087,0.36332651670074984,0.96174595389897,Male
FBgn0001189,1.8348688873139616,0.27959053103007037,0.6494845360824743,3.86322188449848,Male
FBgn0001197,2.87409200968523,0.09244845008876144,0.4526965680043581,11.903225806451612,Male
FBgn0001202,0.2408872343725764,0.04863022676628654,0.03399250355434923,2.4408602150537635,Male
FBgn0001206,0.28205128205128205,0.5473887814313346,0.2606366214938544,0.6070711128967456,Male
FBgn0001208,7.781558726673984,0.7667844522968198,3.3010752688172045,5.046863189720333,Male
FBgn0001215,1.2478224220286598,0.539349624783529,0.7738359201773836,1.8328611898017,Male
FBgn0001216,7.998875140607424,4.873715124816447,15.632016632016631,1.3788284269997026,Male
FBgn0001217,0.7448200654307524,1.127659574468085,0.8682858477347034,0.7349815658208632,Male
FBgn0001218,0.7039403620873269,0.12406913025151046,0.18711975070485232,3.065040650406504,Male
FBgn0001220,0.5844721727074669,0.5980823012385138,0.47167034584253126,0.9826517967781908,Male
FBgn0001222,3.801920768307323,2.194888178913738,4.509641873278237,1.4945431867789212,Male
FBgn0001223,2.50109409190372,0.8761726078799249,1.7700831024930748,2.071017274472169,Male
FBgn0001224,4.899705014749262,3.0774719673802244,7.537886872998933,1.3557126030624265,Male
FBgn0001225,8.615384615384615,0.7417809710428913,3.352557127312296,5.2063615205585725,Male
FBgn0001226,5.814310051107325,0.4349775784753363,1.899601304820587,6.619047619047619,Male
FBgn0001227,0.2158054711246201,1.2714366837024418,0.3971358714634998,0.28061469505362574,Male
FBgn0001228,1.8021015761821368,1.5101976780671478,1.9618659755646055,1.1378941742383752,Male
FBgn0001229,0.6656256506350198,8.334889148191365,3.065040650406504,0.1725047633006009,Male
FBgn0001230,4.468215994531784,1.4183796856106408,3.71976401179941,2.1859816806053365,Male
FBgn0001233,0.8859028760018859,0.11716240748498812,0.21876904326630103,3.8338368580060425,Male
FBgn0001234,0.5302218821729151,19.304568527918786,4.284015852047556,0.08401084010840108,Male
FBgn0001247,2.3126293995859215,1.6818638954073082,2.67140890316659,1.2753128555176336,Male
FBgn0001248,0.6,0.9890601690701144,0.670843776106934,0.687051876845213,Male
FBgn0001250,2.8314176245210727,2.822264691829909,4.449591280653951,0.9846192011907716,Male
FBgn0001253,0.2238029677221967,0.39591694294189494,0.1728485559302155,0.6680567139282736,Male
FBgn0001254,0.3249420337860219,0.4577259475218659,0.24960949703217744,0.8042399639152007,Male
FBgn0001255,0.2759170653907496,0.2648221343873518,0.1510791366906475,0.996007984031936,Male
FBgn0001256,1.2185246810870771,0.5217804831653035,0.7316017316017316,1.8258565877781705,Male
FBgn0001257,4.188067444876784,0.4892032762472077,1.6333113890717577,4.567153792623521,Male
FBgn0001258,1.1935837674801206,0.05764145954521417,0.17096018735362997,7.733624454148472,Male
FBgn0001259,2.659652333028362,0.42399430402278393,1.1180831347630396,3.82218203737191,Male
FBgn0001263,1.2315202231520224,0.5533980582524272,0.7675651789659743,1.6972353337828725,Male
FBgn0001269,3.9321824907521576,0.2001200120012001,0.8514232816477667,8.30232558139535,Male
FBgn0001276,9.796221322537113,118.40298507462688,199,0.3099721630915343,Male
FBgn0001280,0.6323199347072026,4.7430007178750895,2.0097817908201656,0.2486343062275636,Male
FBgn0001281,0.6938386618674571,1.7453671928620451,1.1344717182497333,0.5128593040847201,Male
FBgn0001285,2.2467532467532467,0.3886478042006596,0.9180052745145048,3.39802089059923,Male
FBgn0001291,0.9431624969638086,1.6437541308658294,1.341235001463272,0.671541997492687,Male
FBgn0001296,0.5698587127158555,0.9029495718363464,0.6366612111292962,0.7215407789972025,Male
FBgn0001297,0.2053638692180202,0.952648279228704,0.3207858675912168,0.3468013468013468,Male
FBgn0001301,0.99352105656616,1.425712553062462,1.2889842632331905,0.762114537444934,Male
FBgn0001308,3.3956043956043955,0.06128946670204298,0.3983569306065373,19.565552699228792,Male
FBgn0001311,2.411513859275053,2.9196472317491424,3.993757802746567,0.8957345971563981,Male
FBgn0001319,1.8551034975017844,4.33689126084056,4.365526492287056,0.5741833923652105,Male
FBgn0001320,1.1214531954388756,5.2208398133748055,3.314994606256742,0.35409614082599866,Male
